000000001|VOLUNTEERS OF AMERICA INC||570 SOUTH FOURTH STREET NO 100|LOUISVILLE|KY|40202-2504|1736|03|9|7100|196505|1|10|325902160|5|01|201506|0|0|01|0|06|0|0|0||VOAKY HOPEFUL ROAD INC
000003154|OAKLEAF FOREST TENANT MANAGEMENT||1706 GREENLEAF DR|NORFOLK|VA|23523-2112|0000|03|3|1200|201409|1|15|000000000|1|01||0|0|02|0|06||||S20|
002120849|ANCILLA DOMINI SISTERS INC||LOCAL|DONALDSON|IN|46513-0000|0928|03|9|1270|194603|1|10|150120000|5|01||0|0|06|0|12|||||
010036381|DISABLED AMERICAN VETERANS|% BILLIENITA CARDONA|15623 S CENTERLINE RD|RUDYARD|MI|49780-9349|0557|04|9|3000|194206|1|00|908279265|5|01|201506|0|0|02|0|06|0|0|0||93 STRAITS
010060379|HEALING AND DELIVERANCE MINISTRY INC||201 E PATRICK ST UNIT 249|FREDERICK|MD|21705-7511|0000|03|3|7000|201407|1|10|000000000|5|01||0|0|06|0|12||||X20|
010123106|MORNING STAR BAPTIST CHURCH||3204 BROTHERS PL SE|WASHINGTON|DC|20032-1501|1961|03|9|7000|196811|1|10|029000000|5|01||0|0|06|0|12|||||
010158948|SIGMA KAPPA SORORITY|% NATIONAL HEADQUARTERS|695 PRO-MED LN STE 300|CARMEL|IN|46032-5331|0594|07|6|1000|194301|2|00|036000000|1|01|201605|7|7|01|0|05|8727444|5970326|4646379||
010202445|GRINDSTONE ASSOCIATION|% BEUCLER KELLY & IRWIN|125 STRAFFORD AVE|WAYNE|PA|19087-3318|0000|07|3|1000|199603|2|00|280000000|1|01|201612|6|5|01|0|12|3292555|737505|409228||
010319131|SIGMA DELTA PI|% MARK P DEL MASTRO|3 BAINBRIDGE DR|CHARLESTON|SC|29407-4213|0000|03|3|1000|199906|1|16|059000000|1|01|201608|6|4|01|0|08|1246641|172002|166099|O20|
010356732|CARRIAGE MUSEUM OF AMERICA||4075 IRON WORKS PKWY|LEXINGTON|KY|40511-8483|0000|03|3|1000|197808|1|15|149060000|1|01|201512|6|3|01|0|12|1233849|52186|49895|A540|AT THE KENTUCKY HORSE PARK
010361934|LEARNING FOUNDATION||6409 83RD ST|CABIN JOHN|MD|20818-1621|0000|03|3|1000|197912|1|15|121125149|1|01|201612|0|0|02|0|12|0|0|0|Q220|
010365191|ASSOCIATION OF SMALL BUSINESS DEVELOPMENT CENTERS|% DONALD WILSON|8990 BURKE LAKE RD 2ND FLR|BURKE|VA|22015-1606|0000|06|3|2000|197910|2|00|200000000|5|01|201512|6|6|01|0|12|2747284|2862296|2262296||
010366094|BEULAH M & CHARLES O VARNEY TRUST 10-10-121-0044980 10-10-121-004500|% KEY TRUST CO|4900 TIEDEMAN RD|BROOKLYN|OH|44144-2338|0000|91|3|1000|197012|0|00|909000000|2|12|201604|4|1|02|0|04|165284|4522|4522||BROOKS CONGREGATIONAL CHURCH
010371074|MAINE CHAPTER OF THE AMERICAN PHYSICAL THERAPY ASSOCIATION INC|% BRETT EBERLE|1111 NORTH FAIRFAX STREET|ALEXANDRIA|VA|22314-1484|0000|06|3|1000|199001|2|00|205000000|1|01|201612|0|0|02|0|12|0|0|0||
010372129|NORTH AMERICAN LAKE MANAGEMENT SOCIETY||PO BOX 5443|MADISON|WI|53705-0443|0000|03|3|2000|199006|1|16|351000000|1|01|201512|4|4|01|0|12|206243|447068|447068|C033|
010414466|SMITH COVE PRESERVATION TRUST|% NANCY S LENHART|8223 BRECKSVILLE RD STE 100|BRECKSVILLE|OH|44141-1361|0000|03|3|1000|198806|1|04|350000000|1|01|201612|3|3|00|1|12|64556|30000|||
010429481|MARSHALL POINT LANDING ASSOCIATION INC|% NANCY ANGLADA|826 OLD STATE RD|BERWYN|PA|19312-1443|0000|07|3|1000|199202|2|00|319317318|1|01|201612|0|0|02|0|12|0|0|0||
010441158|JOHN L HAWKES SCHOLARSHIP FUND|% KEYBANK NATL ASSOC|4900 TIEDEMAN RD|BROOKLYN|OH|44144-2338|0000|03|3|1000|198902|1|04|040000000|2|01|201607|6|4|00|1|07|1141952|392338|||
010442447|STATE RISK AND INSURANCE MANAGEMENT ASSOCIATION|% RISK MANAGEMENT SECTION|547 SOUTH 7TH STREET SUITE 184|BISMARCK|ND|58504-5859|0000|03|3|1000|199901|1|16|998000000|5|01|201612|4|4|01|0|12|321922|236009|236009|W03|
010458446|BLUE KNIGHTS INTERNATIONAL HEADQUARTERS ASSOCIATION||26 S VINE ST|COLUMBIANA|OH|44408-0000|9222|10|9|1000|198909|2|00|260560000|5|01|201512|4|3|02|0|12|197527|38511|38511||
010466768|AMERICAN UNIVERSITY IN BULGARIA||910 17TH ST NW STE 1100|WASHINGTON|DC|20006-2619|0000|03|3|2000|199209|1|11|030000000|1|01|201606|8|6|01|0|06|29851000|1886000|1886000|Q300|
010468125|BLAISDELL FAMILY NATIONAL ASSOCIATION|% GARY L GELLERT|5291 GELLERT RD|GUILFORD|IN|47022-9162|0000|03|3|1800|201502|1|16|094000000|5|01|201612|0|0|02|0|12|0|0|0|A80|
010470835|AMERICAN MENS STUDIES ASSOCIATION INC|% SHANE MILLER|1507 PEBBLE DR|GREENSBORO|NC|27410-3825|0000|03|3|2000|199208|1|16|995000000|1|01|201512|0|0|02|0|12|0|0|0||
010472527|LOUIS C TALARICO SCHOLARSHIP FUND|% EVELYN T BOLDUC|8820 COLUMBIA 100 PKWY STE 400|COLUMBIA|MD|21045-2175|0000|03|3|1000|199310|1|04|039000000|2|01|201612|1|1|00|1|12|4763|7500|||
010477310|CHRISTIAN MISSION SERVICES|% TYLER LIBBY|200 COMMONWEALTH CT|CARY|NC|27511-2431|0000|03|3|1700|199408|1|15|602007000|1|01|201512|3|4|01|0|12|86072|421963|421963||
010477639|ANTHEM RETIREE VEBA TRUST|% LINDA BLOCH|120 MONUMENT CIRCLE ATTN MARK SABIN|INDIANAPOLIS|IN|46204-4906|0000|09|3|1000|199308|2|00|264265000|2|01|201512|9|7|01|0|12|266499330|6993154|3622486||WEBSTER WAYNE R TTEE
010477749|VOLUNTEERS OF AMERICA INC||1660 DUKE STREET|ALEXANDRIA|VA|22314-3473|1736|03|9|7000|196505|1|10|000000000|5|01|201606|6|4|01|0|06|4393349|496687|496687||PORTLAND VOA ELDERLY HOUSING
010482439|MODERN WOODMEN OF AMERICA|% CHAPTER SERVICE DEPT|1701 1ST AVE|ROCK ISLAND|IL|61201-8724|1519|08|9|1000|196105|1|00|211902602|5|01|201612|0|0|02|0|12|0|0|0||10532
010488045|AIR FORCE SERGEANTS ASSOCIATION|% AFSA A&F|PO BOX 50|TEMPLE HILLS|MD|20757-0050|1758|19|9|1000|196511|2|00|907908000|5|01||0|0|02|0|12|||||0151 CHAPTER
010490759|P A T T|% RANDI BAUN|2020 14TH ST N STE 710|ARLINGTON|VA|22201-2515|0000|03|3|1000|199510|1|15|123000000|1|01|201512|4|4|01|0|12|461486|238545|238545|M014|PARENTS AGAINST TIRED TRUCKERS
010492125|ALLIANCE OF INDEPENDENT ACADEMIC MEDICAL CENTERS|% F STEPHEN LARNED MD|401 N MICHIGAN AVE STE 1200|CHICAGO|IL|60611-4264|0000|03|3|2000|200004|1|16|000000000|1|01|201612|5|5|01|0|12|576285|524666|524666|H05|
010494386|INSTITUTE OF MARITIME HISTORY|% DAVID P HOWE|PO BOX 108|TALL TIMBERS|MD|20690-0108|0000|03|3|1000|199510|1|15|994119000|1|01|201612|0|0|02|0|12|0|0|0|A80|
010495814|WETLANDS FOUNDATION|% NANCY S LENHART|8223 BRECKSVILLE RD STE 100|BRECKSVILLE|OH|44141-1361|0000|03|3|1000|199506|1|03|350000000|1|01|201612|5|4|00|1|12|715094|100000||C30Z|
010502619|AMERICAN RSDHOPE|% MARILYN ORSINI|PO BOX 3107|HICKORY|NC|28603-3107|0000|03|3|2000|199601|1|15|994149000|1|01|201612|0|0|02|0|12|0|0|0|B60|
010511365|THE ANO CHARITABLE FOUNDATION TRUST|% H P ANO AND P NOCE|9 WOODSTORK WATCH CALLAWASSIE ISLND|OKATIE|SC|29909-0000|0000|03|3|1000|199707|1|04|602000000|2|01|201612|4|4|00|1|12|380260|211808||T22Z|
010516987|ASSOCIATION OF PEDIATRIC ONCOLOGY NURSES|% DAVE BERGESON|8735 W HIGGINS RD STE 300|CHICAGO|IL|60631-2738|9342|03|9|2000|198510|1|16|123000000|1|01|201512|0|0|02|0|12|0|0|0||APHON MAINE CHAPTER
010518008|EDUCATIONAL PARTNERS INTERNATIONAL|% ANN WILLIS|151 PRESTWOOD LN|MOORESVILLE|NC|28117-7516|0000|03|3|1200|199812|1|15|995149000|1|01|201612|0|0|02|0|12|0|0|0|B99|EPI
010518429|ATLANTIC RESIDENTIAL RESOURCE|% ALAN J PETHICK|PO BOX 32|BEAUFORT|SC|29901-0032|0000|03|3|1000|199902|1|04|000000000|1|01|201612|5|4|00|1|12|946237|160468||P20|
010524258|NOTFAR ORG|% MIKE VAYDA|42 E LORAIN ST|OBERLIN|OH|44074-1128|0000|03|3|2000|199909|1|16|000000000|1|01|201606|2|1|02|0|06|18652|930|930|A610|
