-111.5723157|35.2367222|6110|N HIGHWAY 89|||||86004||ec074bdfa4581255
-111.6721066|35.2336899|3111|W SHANNON DR|||||86001||a7d9e14ded9387d9
-111.655159|35.21562|1380|N ROCKRIDGE RD|||||86001||6483fb4f4c44a89c
-111.6280716|35.2138244|2200|N GEMINI DR|||||86004||6ebc625bcc95e169
-111.6023767|35.2130945|3101|E LEWIS DR|||||86004||0de30a0ef7c77856
-111.5766721|35.2310618|5450|N HIGHWAY 89|||||86004||ea5acbb3544d5299
-111.5658119|35.2310085|5400|E EMPIRE AVE|||||86004||036f5ea6418565fe
-111.5845318|35.2201198|4355|E INDUSTRIAL DR|||||86004||e8302075c0dcc5d8
-111.6439423|35.2185675|1937|N MARION DR|||||86001||e0da4e6dbe646d1f
-111.6515137|35.2145755|1531|N KUTCH DR|||||86001||61013eb94e5b6d33
-111.6851323|35.1605018|1525|W PALMER AVE|||||86005||6dfcb04acb800019
-111.6223822|35.2166476|2850|N IZABEL ST|||||86004||6c0c54d806791b78
-111.6223473|35.2165895|2842|N IZABEL ST|||||86004||6547fd256df6e1a8
-111.6223901|35.2165466|2848|N IZABEL ST|||||86004||6c00df0dc5a8cc58
-111.6223841|35.2164676|2846|N IZABEL ST|||||86004||82e8233647489213
-111.6223819|35.2163965|2844|N IZABEL ST|||||86004||4478c5949f0c7506
-111.6567024|35.2162055|1500|N KITTREDGE RD|||||86001||cc8d13c446032f6e
-111.6167992|35.2128206|2500|N FIRST ST|||||86004||6ba9cdc3f3dae52b
-111.6037388|35.2125049|3007 1/2|E LEWIS DR|||||86004||54276d96ff4ee7be
-111.609182|35.2114524|2633|E SEVENTH AVE|||||86004||934d915923f9cc8b
-111.6125658|35.2114039|2320|N FOURTH ST|||||86004||e3a1180d439403e5
-111.6125589|35.2112415|2312|N FOURTH ST|||||86004||d6243e733825d06b
-111.6092326|35.2112046|2621|E SEVENTH AVE|||||86004||9f2fe858da3f3f58
-111.6125591|35.2111845|2310|N FOURTH ST|||||86004||864ae518d46c07d9
-111.6093223|35.2110499|2615|E SEVENTH AVE|||||86004||ba399dfeb30b7b72
-111.5785488|35.2054696|2925|N FAIRVIEW DR|||||86004||13a0257ed41e9ab0
-111.5789396|35.2048195|2851|N FAIRVIEW DR|||||86004||267383adc0c458c1
-111.5780233|35.2037396|2299|N OAKMONT DR|||||86004||950bf23707bc10bd
-111.5782264|35.2037102|2303|N OAKMONT DR|||||86004||844676de4d18c38d
-111.5783232|35.203681|2301|N OAKMONT DR|||||86004||de3ce6e7cc0f39f5
-111.5780562|35.2035872|2307|N OAKMONT DR|||||86004||66efa61f2203ad04
-111.578173|35.20347|2309|N OAKMONT DR|||||86004||f672959674ccb391
-111.5785609|35.2034296|2311|N OAKMONT DR|||||86004||bbbbd2e93d8e6a4c
-111.5786545|35.2033553|2313|N OAKMONT DR|||||86004||c87597e2dc33d339
-111.5780774|35.2033173|2315|N OAKMONT DR|||||86004||805ba963c1000ec7
-111.5780377|35.2032574|2317|N OAKMONT DR|||||86004||c8ab037814cefca6
-111.5787705|35.2032327|2323|N OAKMONT DR|||||86004||ff0131e3ed1fd81d
-111.5781521|35.2031649|2319|N OAKMONT DR|||||86004||f92980c4d70bab3d
-111.5788603|35.2031055|2325|N OAKMONT DR|||||86004||3499b50f61ced9e1
-111.5781838|35.2030957|2321|N OAKMONT DR|||||86004||a01ebafc6489736c
-111.5788687|35.2030653|2327|N OAKMONT DR|||||86004||610c7c15dec91194
-111.5787603|35.2029496|2329|N OAKMONT DR|||||86004||4721365237aac3a9
-111.5715852|35.2029102|6030|E LAUREL LP|||||86004||8ff51c0fe0d57d52
-111.5783169|35.202868|2331|N OAKMONT DR|||||86004||2b964b5e17b85594
-111.5783618|35.2027466|2333|N OAKMONT DR|||||86004||be4e231314fad590
-111.5782953|35.2026427|2335|N OAKMONT DR|||||86004||0b438aa3bb6ac566
-111.5786117|35.2026277|2355|N OAKMONT DR|||||86004||a014e626cf3eedae
-111.5788699|35.2026181|2347|N OAKMONT DR|||||86004||d3a048e817376317
-111.5782923|35.2025932|2337|N OAKMONT DR|||||86004||d175597fc4267524
-111.5879586|35.2025947|2401|N CAREFREE CIR|||||86004||b3863e797420a0bd
-111.5789963|35.2025584|2349|N OAKMONT DR|||||86004||276c35a739fe204d
-111.5786534|35.2024585|2345|N OAKMONT DR|||||86004||d03a848042599cb9
-111.5782737|35.2024136|2339|N OAKMONT DR|||||86004||108cf7a9f2ab17c2
-111.5789661|35.2024148|2353|N OAKMONT DR|||||86004||5028c713e20260bc
-111.6352508|35.2024934|955|E PONDEROSA PKWY|||||86001||a49879113a795b4f
-111.5783673|35.2023453|2341|N OAKMONT DR|||||86004||07e0cfad28e556e3
-111.5787765|35.2022963|2357|N OAKMONT DR|||||86004||a9fa896e047e253f
-111.579026|35.202248|2351|N OAKMONT DR|||||86004||d393dfb3f1dd9626
-111.5788546|35.2022132|2385|N OAKMONT DR|||||86004||1eabffbd9bdda3e5
-111.578549|35.2021976|2359|N OAKMONT DR|||||86004||3c53d1e7ae7bd666
-111.5780708|35.2021279|2069|N COUNTRY CLUB DR|||||86004||369edde84f1778d1
-111.5785524|35.2020901|2361|N OAKMONT DR|||||86004||50bab7b4903b4973
-111.5780489|35.2020571|2065|N COUNTRY CLUB DR|||||86004||46ac39312037fefb
-111.5785837|35.2020067|2363|N OAKMONT DR|||||86004||f3f9495045897ac0
-111.5782365|35.2019886|2061|N COUNTRY CLUB DR|||||86004||78aadce96d42215d
-111.5782863|35.2019379|2057|N COUNTRY CLUB DR|||||86004||695c69f473bbb1fc
-111.6647183|35.2020534|1400|W MARS HILL RD|||||86001||cb8aa4e563e6eee6
-111.5793115|35.201779|2383|N OAKMONT DR|||||86004||60b2d362fee51343
-111.5782989|35.201771|2053|N COUNTRY CLUB DR|||||86004||b750bf1746d3c175
-111.5785972|35.2017361|2365|N OAKMONT DR|||||86004||4d3246904fe66ffb
-111.5783311|35.2016818|2049|N COUNTRY CLUB DR|||||86004||53f6d94c88a699ad
-111.5794637|35.2016465|2381|N OAKMONT DR|||||86004||8bf037ceb780372e
-111.5790709|35.2016131|2371|N OAKMONT DR|||||86004||390cd6987fd3b34d
-111.5787793|35.2016051|2367|N OAKMONT DR|||||86004||91e00c9a49a1b7f5
-111.5782878|35.2015573|2045|N COUNTRY CLUB DR|||||86004||52bc71874b13c8b7
-111.5791543|35.2015446|2373|N OAKMONT DR|||||86004||a112fa49394f3c9d
-111.5787914|35.2015296|2369|N OAKMONT DR|||||86004||2ecb668aaa917b01
-111.5794081|35.2014749|2379|N OAKMONT DR|||||86004||eb31503a0dc26361
-111.5783633|35.20147|2041|N COUNTRY CLUB DR|||||86004||54db5e79a44bc5f6
-111.5784907|35.2014135|2037|N COUNTRY CLUB DR|||||86004||fc2e7e3e80d55cb8
