0|1|2009-01-02|2|ABCB4|10|ABC BRASIL|PN  EJ  N2||R$|5.05|5.3|4.95|5.09|5.3|5.2|5.3|40|241000|122849600|0|0|9999-12-31 00:00:00|1|0|BRABCBACNPR4|105
1|1|2009-01-02|96|ABCB4F|20|ABC BRASIL|PN  EJ  N2||R$|5.1|5.1|5.1|5.1|5.1|5.1|5.29|1|80|40800|0|0|9999-12-31 00:00:00|1|0|BRABCBACNPR4|105
2|1|2009-01-02|62|ABCB4T|30|ABC BRASIL|PN  EJ  N2|101.0|R$|5.13|5.14|5.13|5.13|5.14|0.0|0.0|2|14900|7651344|0|0|9999-12-31 00:00:00|1|0|BRABCBACNPR4|105
3|1|2009-01-02|2|ABNB3|10|ABNOTE|ON  ED  NM||R$|10.77|10.99|10.76|10.89|10.9|10.5|10.9|29|7500|8168000|0|0|9999-12-31 00:00:00|1|0|BRABNBACNOR4|110
4|1|2009-01-02|2|ABYA3|10|ABYARA|ON      NM||R$|1.55|1.64|1.53|1.6|1.61|1.59|1.61|106|109800|17575000|0|0|9999-12-31 00:00:00|1|0|BRABYAACNOR3|103
5|1|2009-01-02|96|ABYA3F|20|ABYARA|ON      NM||R$|1.7|1.7|1.64|1.69|1.64|1.64|1.89|4|32|5434|0|0|9999-12-31 00:00:00|1|0|BRABYAACNOR3|103
6|1|2009-01-02|2|ACGU3|10|GUARANI|ON      NM||R$|2.1|2.19|2.1|2.14|2.19|2.15|2.18|23|27100|5821600|0|0|9999-12-31 00:00:00|1|0|BRACGUACNOR6|101
7|1|2009-01-02|96|ACGU3F|20|GUARANI|ON      NM||R$|2.1|2.17|2.1|2.11|2.17|2.0|2.16|9|193|40861|0|0|9999-12-31 00:00:00|1|0|BRACGUACNOR6|101
8|1|2009-01-02|2|AEDU11|10|ANHANGUERA|UNT     N2||R$|12.11|12.51|12.0|12.38|12.49|12.12|12.5|10|211500|261919900|0|0|9999-12-31 00:00:00|1|0|BRAEDUCDAM18|102
9|1|2009-01-02|96|AEDU11F|20|ANHANGUERA|UNT     N2||R$|12.11|12.11|12.11|12.11|12.11|12.0|13.4|2|91|110201|0|0|9999-12-31 00:00:00|1|0|BRAEDUCDAM18|102
10|1|2009-01-02|2|AELP3|10|AES ELPA|ON  EJ||R$|17.0|18.3|17.0|17.4|18.3|16.01|18.4|4|1000|1740500|0|0|9999-12-31 00:00:00|1|0|BRAELPACNOR2|109
11|1|2009-01-02|96|AFLU3F|20|AFLUENTE|ON||R$|13.0|13.0|13.0|13.0|13.0|13.0|15.98|2|6|7800|0|0|9999-12-31 00:00:00|1|0|BRAFLUACNOR9|105
12|1|2009-01-02|2|AGEN11|10|AGRENCO|DR3||R$|0.22|0.23|0.21|0.21|0.22|0.21|0.22|91|893400|19641400|0|0|9999-12-31 00:00:00|1|0|BRAGENBDR001|100
13|1|2009-01-02|2|AGIN3|10|AGRA INCORP|ON      NM||R$|1.84|1.89|1.79|1.83|1.81|1.79|1.81|115|372100|68110400|0|0|9999-12-31 00:00:00|1|0|BRAGINACNOR8|101
14|1|2009-01-02|96|AGIN3F|20|AGRA INCORP|ON      NM||R$|1.92|1.92|1.8|1.84|1.84|1.7|1.84|7|85|15640|0|0|9999-12-31 00:00:00|1|0|BRAGINACNOR8|101
15|1|2009-01-02|62|AGIN3T|30|AGRA INCORP|ON      NM|30.0|R$|1.89|1.9|1.88|1.89|1.89|0.0|0.0|4|60000|11367667|0|0|9999-12-31 00:00:00|1|0|BRAGINACNOR8|101
16|1|2009-01-02|2|AGRO3|10|BRASILAGRO|ON      NM||R$|6.22|6.99|6.22|6.6|6.51|6.5|6.51|10|2200|1448000|0|0|9999-12-31 00:00:00|1|0|BRAGROACNOR7|102
