2015|69544350|2016-04-11|7178145|Rahel|Mein Freund und ich hatten gute gemütliche vier Nächte in Jans Studio. Es ist unfassbar ruhig und hat sogar ein gedämpftes Klavier für Leute die gerne spielen. Die Lage ist hervorragend und es gibt in der Strasse einen tollen alimentari und eine günstige weinerei. Das Bad ist sehr alt aber funktionstüchtig und der insgesamte Standard ist ok, ein wenig chaotisch aber dafür hat man das Gefühl man ist bei jemandem zuhause ! Jan ist ein aufgeschlossener lustiger Mann und auch um frische Handtücher und sonstiges bemüht! Wir danken.
2015|69990732|2016-04-15|41944715|Hannah|Jan was very friendly and welcoming host! The apartment was great and the area is sooo amazing, lots of nice cafes and shops! Enjoyed my time there a lot!
2015|71605267|2016-04-26|30048708|Victor|Un appartement tres bien situé dans un quartier historique de l'est tres agréable, le métro est tout proche. Pas de connexion internet ni de télé mais cela nous pousse encore plus a découvrir Berlin. Jan est tres accueillant et nous a donné quelques conseils pour nos visites.
2015|73819566|2016-05-10|63697857|Judy|It is really nice area, food, park, transport  are perfect! 
2015|74293504|2016-05-14|10414887|Romina|Buena ubicación, el departamento no está ordenado, acumula objetos en gran parte del mismo, no demasiado limpio, la mesa de luz es una caja de cartón. Faltan elementos básicos como una cafetera que se pueda utilizar. El anfitrión tuvo una actitud extraña, fue a dejar cosas y revisar el departamento mientras estábamos ahí.
2015|74690922|2016-05-16|39859815|Eil|Jan ist super flexibel und gut zu erreichen, wir konnten am Anreisetag auch schon deutlich vor eigentlichem Check-In Zeitpunkt in die Bude. Wohnung ist top gelegen, mitten in Mitte. Es ist alles da, es funktioniert alles. Wer keine Ansprüche an den optischen Zustand von Wohnung und Einrichtung hat, ist hier gut aufgehoben. 
2015|76603178|2016-05-28|29323516|Laurent|We had a very nice stay in Berlin, thanks to Jan's premium situated apartment. The place isn't big, but is quiet and functional, also it's situated in a perfect neighbourhood. Jan is a very welcoming host, eager to help you if needed or to provide you any kind of informations. He also has very good advice on biergarten ! 
2015|77296201|2016-05-31|9025122|Rasmus|Great location close to Mauerpark, Kastanienallee and Rosenthaler Platz, with lots of bars and restaurants nearby! Jan was very friendly and service minded. 
2015|77834906|2016-06-03|39244464|Sabine|Perfekte Lage, perfekte Ausstattung, perfekter Gastgeber! Hat alles super geklappt, ein rundum gelungener Aufenthalt! Vielen Dank Jan!
2015|82322683|2016-06-27|73902920|Mag|Apartment very well located, close to everything (supermarket, transport, city center). Very quiet nights because the apartment is located on the inside of the building. It has the basic equipment for one week stay. Jan is super accessible, nice and always available.
2015|85799408|2016-07-13|3862631|Lorenza|" My staying at Jan's was perfect: the apartment is exactly as described, is located in an amazing area, very easy to reach and close by many restaurants, bars, shops.
Jan was very helpful and friendly in giving all kind of tips: how to reach the apartment, good restaurants nearby etc.
Surely I would contact him again for my next stay in Berlin!"
2015|86649321|2016-07-17|43542886|Maria|Apartment is walking distance to all the cafe's, transport, and all the main attraction. A beautiful quite place to stay in. Thank you Jan. 
2015|88907457|2016-07-26|60941802|Hilla|Charming and quiet apartment. Excellent area, close to everything, yet quiet and cozy. Jean was very nice and gave us good recommendations.
2015|90544147|2016-08-01|70133464|Lidwine|"Es war alles sehr schön bei Jan. Die Wohnung ist exakt wie beschrieben. Es gibt eine kleine Küche, in der man frühstücken kann. Das Bett ist bequem. Die Gegend (Prenzlauer Berg/Mitte) ist sehr ruhig. Jan ist ein netter, aufgeschlossener Mensch. Er ist sehr gut zu erreichen, falls man eine Frage hat oder noch etwas braucht. 



"
2015|91549117|2016-08-05|69149181|Cassidy|Jan made us feel welcome in the apartment and in Berlin immediately. He gave us a guide type magazine, recommended restaurants, and told us about a website for public transport options. The apartment was clean, bright, and full of anything we needed during our stay.
2015|92480595|2016-08-08|36033035|Timo|"Die Wohnung liegt sehr zentral in Berlin und man kann alle Sehenswürdigkeiten in wenigen Minuten erreichen. Des Weiteren ist Jans Wohnung sehr sauber und entspricht den Bildern und Erwartungen. Die Kommunikation mit Jan bzgl. Check in und out war super! :)
"
2015|94413135|2016-08-15|79022747|Helena|great 
2015|98643858|2016-09-01|1526932|Cristina|"Jan fue un anfitrión magnífico. Siempre dispuesto a ayudar. La localización del apartamento es perfecta, a un paso de la Mitte y de Prenzlauerberg. 
El único 'pero' que le podríamos poner es la limpieza. Jan nos permitió un check-in temprano a las 14h00, lo cual le agradecemos infinito porque íbamos con dos niños pequeños. Fue quizá por esto que no le dio tiempo a limpiar algo más a fondo. En cualquier caso no es nada grave. "
2015|99043819|2016-09-03|3491950|Linda|Es war ein wirklich sehr schöner & angenehmer Aufenthalt und die Lage ist super. Ist auf jeden Fall zu empfehlen!
2015|100219314|2016-09-08|77152311|Roger|The location is perfect, the apartment is very quiet and close to public transport and many restaurants.  Jan was always available and quick to responding to any queries we had.  We stayed 4 nights but could easily have spent longer time in this apartment.  We recommend this for short or long stays for couples.
2015|102036781|2016-09-16|57900645|Alba|"El apartamento está situado en un barrio fantástico. Está muy cerca del centro, pero a la vez está en una zona tranquila y acogedora, con muchos restaurantes y bares alrededor. Además, muy bien conectado con el transporte público de Berlín.
El apartamento es tal y como se ve en las fotos, perfecto para dos personas. 
Si tengo que hacer una crítica negativa de mi estancia, es que no estaba todo lo limpio que esperábamos encontrarnos el alojamiento.
"
2015|102529600|2016-09-18|10280923|Rocco|The flat is very nice and well equipped, in a very good position in a quiet neighbourhood but with plenty of cosy places to eat and shop closeby! Jan was very helpful and flexible! Thank you!
2015|103348824|2016-09-22|5758971|Debbie|A fantastic quiet location & a lovely apartment. Great communication with Jan. 
2015|104766666|2016-09-28|76789051|Elisa|Die Lage war sehr zentral. Die Infos in der Wohnungsbeschreibung stimmten alle. Die Wohnung ist zwar nicht groß, aber schön und man hat alles notwendige da. Lediglich ein Backofen fehlte, was aber nicht schlimm war. Jan war sehr nett und hilfsbereit.
2015|105812314|2016-10-03|40666870|Andrew|Jan's apartment was perfect for our four night stay in Berlin. It's close to loads of great cafes and restaurants and a 5 min tram ride into the city. The bed was comfortable and the kitchen had everything you needed.
2015|107099961|2016-10-09|36960941|Alejandro|"Jan fue muy a amable y siempre dispuesto a ayudar, el lugar esta muy bien ubicado cerca de medios de transporte publico y restaurantes bastante buenos en la zona. El departamento muy bueno tiene todo y calefacción!!! muy buena...
Regresare seguramente...."
2015|108776791|2016-10-17|13902297|Molly|Jan is great! Super welcoming and available for whatever his guests need.
2015|109054084|2016-10-19|88208655|Mohammad Ali|Great location for exploring Berlin. Jan made us feel very welcome. 
2015|109574792|2016-10-22|41619585|Megan|Perfect 3 night stay at Jan! We had no issues with the apartment or the host, everything was provided as expected. The location of the apartment was really good. Close to public transportation and in a really nice area. Jan was always responding to our messages and was willing to help us with anything we needed. Would definitely do it again! Thank you Jan. 
2015|111670881|2016-11-01|53057989|Alica|Hat alles sehr gut geklappt. Die Wohnung ist schön, wie auf den Bildern abgebildet. Ruhiger Hinterhof, super Lage! Für meinen persönlichen Geschmack könnte es etwas sauberer sein ;) 
2015|112250225|2016-11-05|40117062|Elena|very nice apartment, welcoming host, great place, very clean. Thanks Ian!
2015|112707518|2016-11-07|6244010|Daniel|Enjoyed our stay, Jan was nice and friendly upon our arrival.
2015|113207196|2016-11-11|49099447|Caryn|Great location in Mitte.  Jan's directions were helpful and the flat was easy to find.  The flat was perfect for 1 person with plenty of room for a couple.  Small kitchen but I never cooked in.  The weather was cold in Berlin but the airport was very cozy and always had hot water.  Quiet location and no street noise that I could hear.  Several restaurants and businesses within walking distance.  Easy walking distance to multiple trams and train station (Bernauer str).  Amazed at how much construction is happening in Berlin and in the neighborhood.  Berlin Wall memorial is an easy 10 minute walk.  Only suggestion is wine glasses and a bigger bath towel.  I would stay here again on my next visit to Berlin.
2015|114052519|2016-11-15|54663467|Costanza|the place is good, but we waited two hours the host and he didn't answer to our calls
2015|114542459|2016-11-19|8387805|Jennifer|Die Wohnung ist hübsch und verfügt über alles was man braucht und das in Toplage! 
2015|114697834|2016-11-20|5922826|Christof|Ich habe einen Tag in Jan´s Apartment übernachtet, das Apartment hat eine Top Lage in der Nähe der Zionskirche und ist dennoch sehr ruhig. Alles war wie beschrieben und Jan war ein sehr netter & flexibler Gastgeber. Ich kann es nur weiterempfehlen für alle die einen Aufenthalt in Berlin planen...,
2015|115270892|2016-11-23|28491374|Kate And Jayden|Jan was friendly and let us drop our bags off early. His place was clean, comfortable and in a great location, easily accessible to the train and tram
2015|117158383|2016-12-05|72313095|Valentina|"We booked a room for 3 guests on December the 1st. The apartment's pictures matched the reality except for the third bed which (to our surprise, upon arrival) wasn't actually a bed but a simple mattress layed on the floor. Quite uncomfortable and disappointing, considering we all paid the same amount per night.
Aside from that, the apartment was clean and Jan was very kind and helpful, he suggested us some places to go and allowed us to drop our luggages off earlier.
The area is quiet and safe, 3 mins walking distance from the tube station which will take you to the centre in 5 minutes."
2015|120251141|2016-12-09|67625525|Kelly|"I really enjoyed it, great location to the metro you could reach everything in a short time, very quiet and safe neighborhood, with great bars and special restaurants where you can have breakfast, dinner or lunch. Alex very nice and always available
"
2015|121321510|2016-12-16|36922887|Roni|Nice apartment 
2015|121437611|2016-12-17|76779338|Stefan|Netter einfacher Kontakt; sehr unkompliziert; gern wieder ☺️
2015|122681486|2016-12-25|102572536|Jay|Great place to stay . Well furnished and all amenities included. Just a short walk from U-Bahn. And above all a really friendly and helpful host !
