26411|0|Mango day|10772510|10772511|/Photos/Afiniti-Office-Photos-IMG1912051.htm|https://media.glassdoor.com/lst/1436090/afiniti-office.jpg|https://media.glassdoor.com/lst2x/1436090/afiniti-office.jpg
26411|1|We REALLY like cupcakes|17246228|17246229|/Photos/Afiniti-Office-Photos-IMG3404357.htm|https://media.glassdoor.com/lst/c3/26/ff/81/we-really-like-cupcakes.jpg|https://media.glassdoor.com/lst2x/c3/26/ff/81/we-really-like-cupcakes.jpg
26411|2|Heli-skiing|17223544|17223545|/Photos/Afiniti-Office-Photos-IMG3399151.htm|https://media.glassdoor.com/lst/ff/3f/b1/58/heli-skiing.jpg|https://media.glassdoor.com/lst2x/ff/3f/b1/58/heli-skiing.jpg
26411|3|Rocking out in Karachi|17223536|17223537|/Photos/Afiniti-Office-Photos-IMG3399150.htm|https://media.glassdoor.com/lst/c3/9a/fc/da/rocking-out-in-karachi.jpg|https://media.glassdoor.com/lst2x/c3/9a/fc/da/rocking-out-in-karachi.jpg
26411|4|New offices!|17223528|17223529|/Photos/Afiniti-Office-Photos-IMG3399149.htm|https://media.glassdoor.com/lst/df/d5/77/08/new-offices.jpg|https://media.glassdoor.com/lst2x/df/d5/77/08/new-offices.jpg
26411|5|Our DC cafe|17223520|17223521|/Photos/Afiniti-Office-Photos-IMG3399148.htm|https://media.glassdoor.com/lst/1c/37/7b/d1/our-dc-cafe.jpg|https://media.glassdoor.com/lst2x/1c/37/7b/d1/our-dc-cafe.jpg
26411|6|Tea time with team Brazil|17223512|17223513|/Photos/Afiniti-Office-Photos-IMG3399147.htm|https://media.glassdoor.com/lst/ec/40/8e/81/tea-time-with-team-brazil.jpg|https://media.glassdoor.com/lst2x/ec/40/8e/81/tea-time-with-team-brazil.jpg
26412|0|Our spaces scream Adobe creativity|7175447|7175448|/Photos/Adobe-Office-Photos-IMG1192523.htm|https://media.glassdoor.com/lst/1090/adobe-office.jpg|https://media.glassdoor.com/lst2x/1090/adobe-office.jpg
26412|1|Have the best seats in the house|7175471|7175472|/Photos/Adobe-Office-Photos-IMG1192526.htm|https://media.glassdoor.com/lst/92/3a/10/1b/have-the-best-seats-in-the-house.jpg|https://media.glassdoor.com/lst2x/92/3a/10/1b/have-the-best-seats-in-the-house.jpg
26412|2|Make an impact|7175463|7175464|/Photos/Adobe-Office-Photos-IMG1192525.htm|https://media.glassdoor.com/lst/8e/55/ca/e0/make-an-impact.jpg|https://media.glassdoor.com/lst2x/8e/55/ca/e0/make-an-impact.jpg
