1283294138|GBB9093|NY|PAS|08/04/2013|46|SUBN|AUDI|P|37250|13610|21190|20140831|33|33|33|921043|0033|0000||F|712|W 175 ST||0|408|F1||BBBBBBB|GY|0|2013|-|0|||||||||||||
1283294151|62416MB|NY|COM|08/04/2013|46|VAN|FORD|P|37290|40404|40404|20140430|33|33|33|921043|0033|0000|NY|O|201|W 177 ST||0|408|C||BBBBBBB|WH|0|2012|-|0|||||||||||||
1283294163|78755JZ|NY|COM|08/05/2013|46|P-U|CHEVR|P|37030|31190|13610|20140228|33|33|33|921043|0033|0000|NY|O|520|W 163 ST||0|408|F7||BBBBBBB||0|0|-|0|||||||||||||
1283294175|63009MA|NY|COM|08/05/2013|46|VAN|FORD|P|37270|11710|12010|20141031|33|33|33|921043|0033|0000|NY|O|517|W 176 ST||0|408|F1||BBBBBBB|WH|0|2010|-|0|||||||||||||
1283294187|91648MC|NY|COM|08/08/2013|41|TRLR|GMC|P|37240|12010|31190|0|33|33|33|921043|0033|0000|NY|F|590|W 174 ST||0|408|E1||BBBBBBB|BR|0|2012|-|0|||||||||||||
1283294217|T60DAR|NJ|PAS|08/11/2013|14|P-U|DODGE|P|37250|10495|12010|0|33|33|33|921043|0033|0000|NY|F|525|W 175 ST||0|408|F1||BBBBBBB|RD|0|0|-|0|||||||||||||
1283294229|GCR2838|NY|PAS|08/11/2013|14|VAN||P|37250|12010|31190|20141223|33|33|33|921043|0033|0000|NY|F|551|W 175 ST||0|408|C||BBBBBBB|GN|0|2011|-|0|||||||||||||
1283983620|XZ764G|NJ|PAS|08/07/2013|24|DELV|FORD|X|63430|0|0|0|88|88|976|101079|0976|0000|K|F|100|N.PORTLAND AVE|BROOKLYN NY 11206|0|408|E5||BBBBBBB|WHITE|0|0|-|0|||||||||||||
1283983631|GBH9379|NY|PAS|08/07/2013|24|SDN|TOYOT|X|63430|0|0|20140722|88|88|976|101079|0976|0000|K|F|100|N.PORTLAND AVE|BROOKLYN NY 11206|0|408|D5||BBBBBBB|WHITE|0|2001|-|0|||||||||||||
1283983667|MCL78B|NJ|PAS|07/18/2013|24|SDN|SUBAR|H|0|0|0|0|79|79|976|101043|0976|0000|K|F||760 BROADWAY ,BROOKL|WOODHULL HOSPITAL|0|408|D||BBBBBBB|BLACK|0|2005|-|0|||||||||||||
